"Code";"Name";"Sex";"Age";"Year";"Value";"Measure Unit";"Attribute";
0000000;"POLAND";"females";"14";"2018";173518;"person";"";
0000000;"POLAND";"females";"14";"2019";179710;"person";"";
0000000;"POLAND";"females";"14";"2020";183392;"person";"";
0000000;"POLAND";"females";"14";"2021";193475;"person";"";
0000000;"POLAND";"females";"14";"2022";207705;"person";"";
0000000;"POLAND";"females";"14";"2023";210543;"person";"";
0000000;"POLAND";"females";"15";"2013";190407;"person";"";
0000000;"POLAND";"females";"15";"2014";185303;"person";"";
0000000;"POLAND";"females";"15";"2015";183494;"person";"";
0000000;"POLAND";"females";"15";"2016";178566;"person";"";
0000000;"POLAND";"females";"15";"2017";172274;"person";"";
0000000;"POLAND";"females";"15";"2018";170793;"person";"";
0000000;"POLAND";"females";"15";"2019";173487;"person";"";
0000000;"POLAND";"females";"15";"2020";176523;"person";"";
0000000;"POLAND";"females";"15";"2021";183372;"person";"";
0000000;"POLAND";"females";"15";"2022";193449;"person";"";
0000000;"POLAND";"females";"15";"2023";207693;"person";"";
0000000;"POLAND";"females";"16";"2013";199048;"person";"";
0000000;"POLAND";"females";"16";"2014";190279;"person";"";
0000000;"POLAND";"females";"16";"2015";185177;"person";"";
0000000;"POLAND";"females";"16";"2016";183424;"person";"";
0000000;"POLAND";"females";"16";"2017";178498;"person";"";
0000000;"POLAND";"females";"16";"2018";172223;"person";"";
0000000;"POLAND";"females";"16";"2019";170759;"person";"";
0000000;"POLAND";"females";"16";"2020";170293;"person";"";
0000000;"POLAND";"females";"16";"2021";176495;"person";"";
0000000;"POLAND";"females";"16";"2022";183348;"person";"";
0000000;"POLAND";"females";"16";"2023";193430;"person";"";
0000000;"POLAND";"females";"17";"2013";206827;"person";"";
0000000;"POLAND";"females";"17";"2014";198911;"person";"";
0000000;"POLAND";"females";"17";"2015";190159;"person";"";
0000000;"POLAND";"females";"17";"2016";185128;"person";"";
0000000;"POLAND";"females";"17";"2017";183355;"person";"";
0000000;"POLAND";"females";"17";"2018";178412;"person";"";
0000000;"POLAND";"females";"17";"2019";172180;"person";"";
0000000;"POLAND";"females";"17";"2020";167624;"person";"";
0000000;"POLAND";"females";"17";"2021";170262;"person";"";
0000000;"POLAND";"females";"17";"2022";176451;"person";"";
0000000;"POLAND";"females";"17";"2023";183321;"person";"";
0000000;"POLAND";"females";"18";"2013";213558;"person";"";
0000000;"POLAND";"females";"18";"2014";206693;"person";"";
0000000;"POLAND";"females";"18";"2015";198789;"person";"";
0000000;"POLAND";"females";"18";"2016";190110;"person";"";
0000000;"POLAND";"females";"18";"2017";185058;"person";"";
0000000;"POLAND";"females";"18";"2018";183305;"person";"";
0000000;"POLAND";"females";"18";"2019";178368;"person";"";
0000000;"POLAND";"females";"18";"2020";169455;"person";"";
0000000;"POLAND";"females";"18";"2021";167569;"person";"";
0000000;"POLAND";"females";"18";"2022";170211;"person";"";
0000000;"POLAND";"females";"18";"2023";176444;"person";"";
0000000;"POLAND";"females";"19";"2013";227786;"person";"";
0000000;"POLAND";"females";"19";"2014";213428;"person";"";
0000000;"POLAND";"females";"19";"2015";206562;"person";"";
0000000;"POLAND";"females";"19";"2016";198721;"person";"";
0000000;"POLAND";"females";"19";"2017";190047;"person";"";
0000000;"POLAND";"females";"19";"2018";184992;"person";"";
0000000;"POLAND";"females";"19";"2019";183243;"person";"";
0000000;"POLAND";"females";"19";"2020";175683;"person";"";
0000000;"POLAND";"females";"19";"2021";169405;"person";"";
0000000;"POLAND";"females";"19";"2022";167529;"person";"";
0000000;"POLAND";"females";"19";"2023";170168;"person";"";
0000000;"POLAND";"females";"20";"2013";236455;"person";"";
0000000;"POLAND";"females";"20";"2014";227623;"person";"";
0000000;"POLAND";"females";"20";"2015";213276;"person";"";
0000000;"POLAND";"females";"20";"2016";206489;"person";"";
0000000;"POLAND";"females";"20";"2017";198641;"person";"";
0000000;"POLAND";"females";"20";"2018";189947;"person";"";
0000000;"POLAND";"females";"20";"2019";184943;"person";"";
0000000;"POLAND";"females";"20";"2020";180812;"person";"";
0000000;"POLAND";"females";"20";"2021";175613;"person";"";
0000000;"POLAND";"females";"20";"2022";169347;"person";"";
0000000;"POLAND";"females";"20";"2023";167484;"person";"";
0000000;"POLAND";"females";"21";"2013";245824;"person";"";
0000000;"POLAND";"females";"21";"2014";236276;"person";"";
0000000;"POLAND";"females";"21";"2015";227455;"person";"";
0000000;"POLAND";"females";"21";"2016";213204;"person";"";
0000000;"POLAND";"females";"21";"2017";206424;"person";"";
0000000;"POLAND";"females";"21";"2018";198572;"person";"";
0000000;"POLAND";"females";"21";"2019";189896;"person";"";
0000000;"POLAND";"females";"21";"2020";182570;"person";"";
0000000;"POLAND";"females";"21";"2021";180748;"person";"";
0000000;"POLAND";"females";"21";"2022";175543;"person";"";
0000000;"POLAND";"females";"21";"2023";169301;"person";"";
0000000;"POLAND";"females";"22";"2013";260252;"person";"";
0000000;"POLAND";"females";"22";"2014";245672;"person";"";
0000000;"POLAND";"females";"22";"2015";236115;"person";"";
0000000;"POLAND";"females";"22";"2016";227390;"person";"";
0000000;"POLAND";"females";"22";"2017";213139;"person";"";
0000000;"POLAND";"females";"22";"2018";206346;"person";"";
0000000;"POLAND";"females";"22";"2019";198513;"person";"";
0000000;"POLAND";"females";"22";"2020";187786;"person";"";
0000000;"POLAND";"females";"22";"2021";182506;"person";"";
0000000;"POLAND";"females";"22";"2022";180686;"person";"";
0000000;"POLAND";"females";"22";"2023";175479;"person";"";
0000000;"POLAND";"females";"23";"2013";266883;"person";"";
0000000;"POLAND";"females";"23";"2014";260086;"person";"";
0000000;"POLAND";"females";"23";"2015";245521;"person";"";
0000000;"POLAND";"females";"23";"2016";236026;"person";"";
0000000;"POLAND";"females";"23";"2017";227323;"person";"";
0000000;"POLAND";"females";"23";"2018";213095;"person";"";
0000000;"POLAND";"females";"23";"2019";206305;"person";"";
0000000;"POLAND";"females";"23";"2020";196471;"person";"";
0000000;"POLAND";"females";"23";"2021";187715;"person";"";
0000000;"POLAND";"females";"23";"2022";182410;"person";"";
0000000;"POLAND";"females";"23";"2023";180643;"person";"";
0000000;"POLAND";"females";"24";"2013";269363;"person";"";
0000000;"POLAND";"females";"24";"2014";266677;"person";"";
0000000;"POLAND";"females";"24";"2015";259884;"person";"";
0000000;"POLAND";"females";"24";"2016";245416;"person";"";
0000000;"POLAND";"females";"24";"2017";235932;"person";"";
0000000;"POLAND";"females";"24";"2018";227261;"person";"";
0000000;"POLAND";"females";"24";"2019";213047;"person";"";
0000000;"POLAND";"females";"24";"2020";204318;"person";"";
0000000;"POLAND";"females";"24";"2021";196394;"person";"";
0000000;"POLAND";"females";"24";"2022";187669;"person";"";
0000000;"POLAND";"females";"24";"2023";182378;"person";"";
0000000;"POLAND";"females";"25";"2013";278598;"person";"";
0000000;"POLAND";"females";"25";"2014";269108;"person";"";
0000000;"POLAND";"females";"25";"2015";266424;"person";"";
0000000;"POLAND";"females";"25";"2016";259791;"person";"";
0000000;"POLAND";"females";"25";"2017";245338;"person";"";
0000000;"POLAND";"females";"25";"2018";235860;"person";"";
0000000;"POLAND";"females";"25";"2019";227197;"person";"";
0000000;"POLAND";"females";"25";"2020";211256;"person";"";
0000000;"POLAND";"females";"25";"2021";204259;"person";"";
0000000;"POLAND";"females";"25";"2022";196323;"person";"";
0000000;"POLAND";"females";"25";"2023";187620;"person";"";
0000000;"POLAND";"females";"26";"2013";283353;"person";"";
0000000;"POLAND";"females";"26";"2014";278346;"person";"";
0000000;"POLAND";"females";"26";"2015";268887;"person";"";
0000000;"POLAND";"females";"26";"2016";266327;"person";"";
0000000;"POLAND";"females";"26";"2017";259692;"person";"";
0000000;"POLAND";"females";"26";"2018";245294;"person";"";
0000000;"POLAND";"females";"26";"2019";235786;"person";"";
0000000;"POLAND";"females";"26";"2020";225296;"person";"";
0000000;"POLAND";"females";"26";"2021";211196;"person";"";
0000000;"POLAND";"females";"26";"2022";204221;"person";"";
0000000;"POLAND";"females";"26";"2023";196301;"person";"";
0000000;"POLAND";"females";"27";"2013";296926;"person";"";
0000000;"POLAND";"females";"27";"2014";283065;"person";"";
0000000;"POLAND";"females";"27";"2015";278062;"person";"";
0000000;"POLAND";"females";"27";"2016";268770;"person";"";
0000000;"POLAND";"females";"27";"2017";266230;"person";"";
0000000;"POLAND";"females";"27";"2018";259623;"person";"";
0000000;"POLAND";"females";"27";"2019";245242;"person";"";
0000000;"POLAND";"females";"27";"2020";234093;"person";"";
0000000;"POLAND";"females";"27";"2021";225206;"person";"";
0000000;"POLAND";"females";"27";"2022";211173;"person";"";
0000000;"POLAND";"females";"27";"2023";204220;"person";"";
0000000;"POLAND";"females";"28";"2013";314121;"person";"";
0000000;"POLAND";"females";"28";"2014";296554;"person";"";
0000000;"POLAND";"females";"28";"2015";282708;"person";"";
0000000;"POLAND";"females";"28";"2016";277964;"person";"";
0000000;"POLAND";"females";"28";"2017";268652;"person";"";
0000000;"POLAND";"females";"28";"2018";266102;"person";"";
0000000;"POLAND";"females";"28";"2019";259554;"person";"";
0000000;"POLAND";"females";"28";"2020";243773;"person";"";
0000000;"POLAND";"females";"28";"2021";234020;"person";"";
0000000;"POLAND";"females";"28";"2022";225110;"person";"";
0000000;"POLAND";"females";"28";"2023";211160;"person";"";
0000000;"POLAND";"females";"29";"2013";323697;"person";"";
0000000;"POLAND";"females";"29";"2014";313714;"person";"";
0000000;"POLAND";"females";"29";"2015";296159;"person";"";
0000000;"POLAND";"females";"29";"2016";282548;"person";"";
0000000;"POLAND";"females";"29";"2017";277807;"person";"";
0000000;"POLAND";"females";"29";"2018";268554;"person";"";
0000000;"POLAND";"females";"29";"2019";265998;"person";"";
0000000;"POLAND";"females";"29";"2020";258160;"person";"";
0000000;"POLAND";"females";"29";"2021";243672;"person";"";
0000000;"POLAND";"females";"29";"2022";233988;"person";"";
0000000;"POLAND";"females";"29";"2023";225090;"person";"";
