DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y40,PL,2018,904,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y40,PL,2019,918,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y40,PL,2020,789,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y40,PL,2021,1019,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y40,PL,2022,1093,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,1995,248,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,1996,235,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,1997,233,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,1998,244,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,1999,279,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2000,256,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2001,218,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2002,205,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2003,190,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2004,175,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2005,177,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2006,222,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2007,279,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2008,250,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2009,282,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2010,328,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2011,305,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2012,349,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2013,362,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2014,413,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2015,447,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2016,598,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2017,605,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2018,656,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2019,716,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2020,654,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2021,793,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y41,PL,2022,833,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,1995,191,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,1996,173,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,1997,183,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,1998,196,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,1999,201,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2000,200,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2001,169,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2002,164,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2003,169,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2004,158,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2005,178,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2006,173,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2007,214,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2008,255,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2009,239,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2010,204,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2011,227,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2012,239,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2013,284,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2014,277,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2015,336,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2016,438,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2017,529,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2018,584,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2019,596,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2020,520,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2021,720,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y42,PL,2022,751,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,1995,170,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,1996,168,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,1997,173,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,1998,158,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,1999,182,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2000,162,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2001,169,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2002,135,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2003,153,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2004,144,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2005,143,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2006,141,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2007,162,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2008,197,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2009,195,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2010,199,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2011,170,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2012,198,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2013,197,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2014,247,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2015,267,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2016,374,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2017,413,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2018,417,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2019,507,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2020,443,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2021,531,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y43,PL,2022,627,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,1995,146,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,1996,152,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,1997,154,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,1998,183,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,1999,165,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2000,160,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2001,140,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2002,142,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2003,126,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2004,117,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2005,102,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2006,147,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2007,157,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2008,143,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2009,151,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2010,153,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2011,158,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2012,160,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2013,155,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2014,215,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2015,234,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2016,270,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2017,310,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2018,379,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2019,440,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2020,396,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2021,470,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y44,PL,2022,505,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,1995,140,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,1996,130,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,1997,135,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,1998,131,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,1999,162,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2000,162,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2001,128,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2002,145,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2003,144,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2004,130,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2005,125,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2006,104,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2007,137,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2008,147,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2009,121,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2010,146,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2011,155,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2012,133,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2013,133,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2014,166,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2015,174,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2016,195,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2017,266,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2018,310,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2019,311,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2020,350,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2021,405,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y45,PL,2022,465,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,1995,119,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,1996,108,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,1997,119,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,1998,129,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,1999,120,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2000,126,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2001,98,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2002,114,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2003,115,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2004,109,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2005,111,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2006,123,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2007,106,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2008,125,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2009,126,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2010,127,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2011,115,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2012,110,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2013,151,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2014,140,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2015,134,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2016,171,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2017,198,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2018,237,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2019,283,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2020,274,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2021,345,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y46,PL,2022,390,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,1995,105,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,1996,96,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,1997,106,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,1998,115,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,1999,115,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2000,114,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2001,90,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2002,109,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2003,112,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2004,113,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2005,96,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2006,108,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2007,112,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2008,125,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2009,105,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2010,103,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2011,88,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2012,97,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2013,116,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2014,127,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2015,147,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2016,151,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2017,164,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2018,194,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2019,199,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2020,233,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2021,282,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y47,PL,2022,306,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,1995,96,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,1996,86,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,1997,104,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,1998,114,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,1999,79,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2000,119,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2001,87,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2002,112,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2003,82,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2004,94,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2005,90,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2006,125,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2007,119,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2008,98,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2009,105,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2010,92,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2011,109,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2012,101,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2013,109,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2014,116,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2015,125,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2016,115,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2017,139,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2018,152,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2019,186,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2020,182,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2021,236,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y48,PL,2022,276,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,1995,84,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,1996,70,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,1997,79,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,1998,78,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,1999,111,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2000,104,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2001,93,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2002,113,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2003,93,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2004,95,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2005,88,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2006,84,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2007,105,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2008,112,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2009,118,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2010,106,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2011,91,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2012,93,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2013,104,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2014,106,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2015,111,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2016,112,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2017,124,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2018,135,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2019,173,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2020,155,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2021,212,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y49,PL,2022,222,
ESTAT:DEMO_NSINAGEC(1.0),5/9/2024 23:00,A,NR,F,Y50,PL,1995,47,
